date,crop,mandi,arrival_tonnes,min_price,max_price,model_price,weather
2025-04-27,Potato,Lucknow,55.85,1845,2029,2010,Sunny
2025-02-19,Wheat,Kanpur,79.94,1697,2006,1974,Cloudy
2025-05-02,Maize,Bhopal,459.2,1783,2382,1793,Rainy
2025-04-20,Wheat,Kanpur,87.09,833,1610,968,Cloudy
2025-06-08,Rice,Lucknow,326.01,1728,1880,1825,Foggy
2025-11-02,Mustard,Bhopal,452.06,2040,2481,2471,Humid
2025-09-14,Onion,Indore,436.8,2397,3182,3000,Humid
2025-12-05,Maize,Kanpur,105.66,974,1768,1744,Sunny
2025-05-19,Maize,Bhopal,428.28,926,1495,973,Humid
2025-03-17,Rice,Jaipur,42.07,1657,2078,2050,Rainy
2025-03-10,Potato,Jaipur,128.57,831,1193,882,Humid
2025-03-31,Mustard,Lucknow,444.09,2098,2580,2272,Rainy
2025-07-25,Maize,Bhopal,432.87,1974,2261,2001,Sunny
2025-02-28,Rice,Bhopal,176.3,1403,1655,1419,Humid
2025-06-18,Rice,Delhi,80.25,1022,1639,1564,Foggy
2025-07-06,Rice,Delhi,78.45,1834,2347,2301,Humid
2025-03-13,Potato,Lucknow,415.91,1302,2061,1673,Rainy
2025-12-07,Onion,Kanpur,264.15,1362,1561,1459,Foggy
2025-07-19,Mustard,Delhi,145.99,1465,1656,1500,Rainy
2025-02-23,Mustard,Delhi,114.01,1695,2366,1828,Sunny
2025-09-02,Rice,Lucknow,13.53,1618,2176,1697,Foggy
2025-03-31,Wheat,Kanpur,189.99,858,1477,898,Humid
2025-06-10,Maize,Jaipur,74.14,1087,1365,1236,Rainy
2025-11-01,Rice,Indore,452.48,2500,3125,2692,Foggy
2025-02-08,Maize,Kanpur,393.8,2008,2267,2033,Foggy
2025-07-05,Mustard,Jaipur,333.13,2397,2960,2544,Foggy
2025-05-12,Onion,Delhi,70.92,1763,2478,2339,Foggy
2025-02-03,Potato,Jaipur,379.55,1563,1950,1918,Foggy
2025-02-28,Mustard,Kanpur,115.19,889,1172,1042,Cloudy
2025-08-18,Rice,Indore,104.66,2004,2303,2240,Foggy
2025-09-21,Potato,Lucknow,375.39,1628,2046,1681,Rainy
2025-11-20,Wheat,Kanpur,480.58,1144,1753,1739,Foggy
2025-10-05,Rice,Lucknow,141.37,1042,1177,1122,Cloudy
2025-08-12,Rice,Bhopal,297.26,1474,1882,1594,Cloudy
2025-11-18,Rice,Jaipur,491.48,1668,2207,2145,Cloudy
2025-03-27,Onion,Bhopal,295.22,2251,2646,2329,Rainy
2025-02-12,Maize,Bhopal,462.05,1724,2355,2054,Cloudy
2025-05-21,Maize,Indore,395.75,1557,1892,1672,Cloudy
2025-01-08,Onion,Bhopal,385.32,1360,2002,1363,Sunny
2025-10-02,Maize,Kanpur,384.54,1531,2140,2089,Foggy
2025-07-18,Potato,Lucknow,54.92,873,1400,1286,Sunny
2025-04-04,Wheat,Jaipur,334.3,2204,2915,2564,Sunny
2025-02-02,Mustard,Kanpur,277.88,1518,2134,1675,Sunny
2025-01-18,Onion,Bhopal,367.22,2295,3072,2624,Cloudy
2025-12-22,Maize,Kanpur,266.44,2081,2612,2264,Rainy
2025-11-18,Onion,Bhopal,294.4,2087,2314,2156,Sunny
2025-02-02,Maize,Jaipur,310.8,2479,3053,3034,Cloudy
2025-02-15,Potato,Lucknow,282.89,941,1417,1063,Foggy
2025-12-31,Maize,Jaipur,346.43,1302,1748,1507,Rainy
2025-07-22,Onion,Delhi,60.14,1984,2451,2038,Rainy
2025-02-20,Rice,Lucknow,107.51,1116,1301,1116,Cloudy
2025-01-08,Wheat,Jaipur,407.36,2421,2926,2831,Sunny
2025-06-19,Rice,Lucknow,352.06,1654,2120,1904,Humid
2025-09-07,Potato,Indore,34.19,1198,1511,1291,Sunny
2025-09-06,Wheat,Indore,113.4,1395,1911,1688,Cloudy
2025-04-14,Rice,Delhi,384.96,877,1056,953,Sunny
2025-07-28,Wheat,Lucknow,390.83,879,1015,992,Cloudy
2025-11-18,Maize,Lucknow,292.46,2387,2958,2829,Cloudy
2025-08-11,Maize,Kanpur,89.45,1911,2405,2378,Cloudy
2025-08-20,Mustard,Delhi,174.86,1976,2334,2227,Rainy
2025-08-23,Wheat,Jaipur,258.72,1065,1793,1623,Foggy
2025-01-29,Wheat,Bhopal,345.0,2169,2654,2331,Cloudy
2025-03-31,Maize,Bhopal,139.26,2257,2830,2547,Humid
2025-08-13,Wheat,Lucknow,141.65,1246,1650,1376,Cloudy
2025-03-15,Mustard,Indore,11.04,1991,2225,2162,Sunny
2025-05-19,Wheat,Delhi,104.11,1594,2303,2039,Foggy
2025-10-03,Maize,Indore,183.84,1298,1501,1430,Humid
2025-09-24,Maize,Lucknow,310.94,1927,2454,2157,Cloudy
2025-08-21,Wheat,Kanpur,418.79,911,1645,1494,Cloudy
2025-05-27,Wheat,Kanpur,485.59,1063,1200,1188,Cloudy
2025-05-14,Onion,Bhopal,458.38,1621,1814,1778,Sunny
2025-06-01,Mustard,Bhopal,131.0,954,1555,985,Foggy
2025-07-02,Mustard,Lucknow,28.35,2189,2881,2209,Rainy
2025-04-21,Potato,Lucknow,393.7,2239,2687,2347,Sunny
2025-02-23,Mustard,Kanpur,282.93,975,1218,1167,Cloudy
2025-12-05,Rice,Lucknow,219.5,2497,2937,2504,Humid
2025-11-11,Potato,Kanpur,298.38,1117,1670,1277,Cloudy
2025-08-15,Mustard,Bhopal,114.56,2180,2593,2278,Sunny
2025-01-23,Maize,Indore,311.72,1643,1910,1650,Sunny
2025-10-10,Wheat,Kanpur,264.45,1906,2589,2113,Rainy
2025-08-29,Onion,Delhi,410.39,1130,1880,1373,Rainy
2025-10-25,Mustard,Delhi,60.79,1914,2477,2327,Cloudy
2025-06-12,Wheat,Lucknow,242.33,2116,2505,2404,Humid
2025-08-09,Wheat,Delhi,358.16,915,1489,954,Cloudy
2025-09-25,Potato,Delhi,41.29,1649,2420,1950,Sunny
2025-06-18,Mustard,Jaipur,307.23,2445,2940,2937,Rainy
2025-11-15,Onion,Jaipur,232.69,2178,2944,2864,Sunny
2025-01-16,Potato,Delhi,261.6,2239,2831,2269,Humid
2025-06-27,Mustard,Indore,124.77,1072,1199,1177,Humid
2025-02-27,Maize,Jaipur,303.83,1144,1897,1661,Foggy
2025-10-11,Onion,Indore,396.37,2408,3124,2565,Cloudy
2025-06-12,Wheat,Kanpur,147.73,983,1433,1074,Cloudy
2025-06-04,Maize,Kanpur,72.52,2021,2708,2335,Rainy
2025-08-30,Wheat,Lucknow,352.98,2113,2289,2198,Humid
2025-12-09,Wheat,Bhopal,485.61,2024,2816,2276,Rainy
2025-03-11,Wheat,Indore,126.51,1433,2168,1584,Cloudy
2025-08-22,Maize,Indore,261.32,1471,2125,2095,Humid
2025-07-17,Wheat,Jaipur,30.46,1256,1996,1443,Sunny
2025-01-29,Mustard,Jaipur,214.17,2458,3096,2752,Humid
2025-05-12,Potato,Bhopal,97.97,2067,2723,2238,Rainy
2025-10-25,Onion,Jaipur,55.83,1282,1997,1584,Cloudy
2025-11-14,Onion,Kanpur,425.54,2445,2683,2585,Humid
2025-01-09,Onion,Indore,259.72,1892,2356,2256,Humid
2025-12-02,Rice,Lucknow,306.75,2045,2645,2634,Foggy
2025-11-07,Wheat,Kanpur,297.13,2403,2842,2832,Foggy
2025-10-01,Wheat,Delhi,266.46,2347,2886,2368,Humid
2025-01-16,Potato,Bhopal,439.26,1004,1701,1503,Cloudy
2025-11-25,Mustard,Kanpur,52.06,2133,2463,2267,Sunny
2025-10-13,Wheat,Bhopal,16.49,1021,1377,1240,Foggy
2025-04-05,Mustard,Bhopal,226.37,1972,2631,2019,Foggy
2025-08-03,Mustard,Kanpur,261.74,1292,1415,1360,Foggy
2025-02-28,Maize,Bhopal,92.99,1253,1524,1368,Sunny
2025-08-03,Mustard,Indore,25.0,1440,1955,1730,Humid
2025-06-04,Maize,Delhi,463.37,1832,2534,2332,Cloudy
2025-05-03,Maize,Kanpur,417.1,2435,2565,2515,Sunny
2025-06-04,Rice,Indore,278.15,1220,1994,1421,Rainy
2025-12-31,Wheat,Jaipur,105.79,1844,2007,1936,Humid
2025-05-09,Onion,Delhi,15.76,2342,2964,2722,Sunny
2025-09-24,Maize,Jaipur,403.31,854,1593,1564,Cloudy
2025-02-15,Maize,Indore,134.88,2018,2136,2101,Humid
2025-08-20,Mustard,Delhi,325.37,1207,1839,1502,Foggy
2025-07-23,Onion,Bhopal,92.64,1498,1918,1683,Sunny
2025-12-27,Maize,Delhi,263.78,1309,1667,1405,Cloudy
2025-11-24,Rice,Kanpur,439.34,1238,1667,1429,Humid
2025-05-20,Rice,Indore,400.91,933,1442,1345,Cloudy
2025-01-09,Onion,Bhopal,265.84,1462,1649,1565,Humid
2025-10-30,Potato,Kanpur,239.24,2067,2783,2160,Humid
2025-01-25,Mustard,Lucknow,183.61,2295,2706,2414,Humid
2025-03-17,Potato,Indore,347.09,2429,2559,2529,Humid
2025-06-03,Potato,Jaipur,28.24,1769,2523,2425,Foggy
2025-01-23,Maize,Indore,407.46,1987,2389,2335,Foggy
2025-12-04,Onion,Jaipur,52.85,2420,2818,2764,Humid
2025-06-03,Maize,Delhi,394.13,2175,2279,2186,Sunny
2025-05-08,Onion,Kanpur,295.25,2233,2830,2332,Foggy
2025-07-16,Wheat,Jaipur,83.31,2143,2718,2572,Humid
2025-04-29,Wheat,Kanpur,475.82,1790,2383,1989,Humid
2025-05-21,Mustard,Kanpur,45.92,2235,2424,2393,Rainy
2025-02-19,Mustard,Jaipur,263.24,2381,2764,2509,Foggy
2025-04-29,Mustard,Indore,430.86,1357,1929,1625,Sunny
2025-03-04,Mustard,Delhi,58.3,2099,2469,2446,Cloudy
2025-02-12,Wheat,Jaipur,405.69,850,1640,1428,Humid
2025-12-23,Maize,Bhopal,18.51,991,1264,1015,Rainy
2025-01-15,Potato,Jaipur,24.02,1758,1864,1864,Foggy
2025-11-13,Onion,Lucknow,233.02,1314,1951,1500,Rainy
2025-07-18,Mustard,Jaipur,179.96,2211,2942,2269,Sunny
2025-03-21,Maize,Delhi,354.54,2442,2748,2617,Humid
2025-05-30,Mustard,Jaipur,328.37,2344,2857,2603,Rainy
2025-09-01,Rice,Lucknow,358.51,1676,2304,2004,Cloudy
2025-12-17,Maize,Lucknow,300.66,999,1140,1010,Humid
2025-08-08,Potato,Lucknow,487.11,2355,2642,2396,Humid
2025-09-14,Mustard,Lucknow,207.17,1958,2259,2226,Foggy
2025-07-11,Mustard,Jaipur,258.85,1803,2238,1968,Cloudy
2025-05-23,Wheat,Lucknow,167.33,2388,3012,2945,Foggy
2025-10-03,Wheat,Kanpur,352.64,1368,2145,1901,Rainy
2025-02-01,Mustard,Kanpur,172.35,1092,1572,1422,Humid
2025-04-28,Mustard,Lucknow,448.98,2211,2704,2232,Foggy
2025-06-28,Maize,Bhopal,144.61,1742,2202,2114,Humid
2025-04-08,Mustard,Jaipur,373.96,1883,2316,1899,Sunny
2025-11-26,Rice,Bhopal,356.04,2213,2509,2372,Cloudy
2025-06-02,Rice,Indore,441.62,1775,2275,2026,Rainy
2025-08-08,Maize,Lucknow,27.89,821,1272,996,Cloudy
2025-01-12,Mustard,Lucknow,324.14,2147,2332,2306,Humid
2025-01-27,Maize,Bhopal,302.94,2137,2749,2689,Humid
2025-12-06,Mustard,Jaipur,403.38,1536,2288,2219,Cloudy
2025-08-05,Rice,Lucknow,374.18,2279,2660,2445,Humid
2025-10-26,Potato,Kanpur,285.19,2485,2765,2652,Foggy
2025-01-22,Onion,Lucknow,475.76,1671,2195,1948,Cloudy
2025-04-28,Potato,Kanpur,79.29,1783,2323,1845,Humid
2025-09-02,Potato,Lucknow,477.7,2018,2645,2530,Foggy
2025-01-29,Mustard,Bhopal,284.66,1858,2335,2302,Foggy
2025-11-10,Potato,Jaipur,21.05,2187,2754,2330,Rainy
2025-09-15,Maize,Kanpur,485.69,1412,1600,1575,Foggy
2025-12-28,Onion,Kanpur,21.9,1980,2096,1987,Foggy
2025-04-29,Wheat,Delhi,156.69,2396,3171,2672,Sunny
2025-05-21,Wheat,Kanpur,108.43,1028,1756,1711,Foggy
2025-01-12,Mustard,Indore,307.67,2171,2670,2649,Humid
2025-05-02,Onion,Lucknow,62.38,1812,2373,2274,Sunny
2025-03-01,Potato,Delhi,322.82,1939,2459,2402,Humid
2025-11-26,Potato,Jaipur,472.29,1066,1548,1162,Foggy
2025-04-05,Wheat,Indore,32.25,940,1053,1002,Rainy
2025-05-24,Maize,Jaipur,61.59,1892,2194,1973,Foggy
2025-12-22,Mustard,Kanpur,380.21,1372,2124,1773,Cloudy
2025-07-06,Onion,Lucknow,427.06,1184,1489,1191,Sunny
2025-01-17,Onion,Lucknow,413.73,983,1116,988,Rainy
2025-12-05,Onion,Delhi,236.59,1174,1901,1213,Rainy
2025-04-10,Onion,Jaipur,208.66,1443,1786,1522,Foggy
2025-12-11,Potato,Delhi,33.34,1521,2167,1862,Foggy
2025-05-31,Wheat,Bhopal,94.26,1695,1812,1720,Rainy
2025-04-13,Wheat,Delhi,475.61,2367,2582,2507,Sunny
2025-07-07,Wheat,Delhi,208.62,2095,2247,2168,Humid
2025-12-08,Onion,Bhopal,358.19,1812,1974,1823,Rainy
2025-05-07,Wheat,Lucknow,76.62,1801,1974,1850,Cloudy
2025-04-15,Mustard,Lucknow,209.07,1106,1535,1329,Cloudy
2025-12-14,Maize,Delhi,36.11,1199,1460,1457,Rainy
2025-04-20,Mustard,Bhopal,394.79,1610,2327,2038,Humid
2025-11-16,Potato,Bhopal,355.98,2210,2905,2724,Humid
2025-12-22,Mustard,Kanpur,213.53,2202,2570,2528,Foggy
2025-06-18,Rice,Indore,485.26,1703,2211,2152,Sunny
2025-01-29,Onion,Jaipur,285.43,2017,2265,2134,Sunny
2025-09-17,Wheat,Delhi,37.5,1677,2415,2403,Rainy
2025-04-24,Onion,Bhopal,186.97,2367,2650,2549,Humid
2025-03-01,Wheat,Bhopal,423.87,1941,2515,2152,Sunny
2025-05-30,Maize,Bhopal,79.33,1698,1857,1855,Foggy
2025-05-13,Potato,Kanpur,74.82,2430,2667,2664,Humid
2025-12-02,Wheat,Jaipur,475.01,2141,2523,2180,Humid
2025-11-23,Mustard,Delhi,49.5,2363,3030,2661,Cloudy
2025-06-21,Mustard,Lucknow,47.42,2036,2801,2352,Rainy
2025-11-19,Rice,Kanpur,420.94,2365,3156,2796,Humid
2025-12-23,Mustard,Jaipur,400.62,1605,2363,2128,Humid
2025-10-31,Wheat,Jaipur,153.09,1249,1635,1606,Rainy
2025-04-08,Maize,Lucknow,187.27,1952,2102,2054,Sunny
2025-01-31,Wheat,Jaipur,117.51,1079,1669,1182,Rainy
2025-08-30,Wheat,Lucknow,377.2,1103,1308,1276,Foggy
2025-02-06,Onion,Delhi,436.94,2160,2764,2742,Rainy
2025-10-24,Potato,Indore,50.82,2481,2863,2618,Sunny
2025-01-28,Onion,Kanpur,294.94,832,1541,1208,Rainy
2025-03-08,Mustard,Delhi,56.17,1755,2101,1899,Rainy
2025-05-20,Potato,Delhi,261.35,2442,3004,2693,Humid
2025-08-15,Rice,Jaipur,408.3,975,1163,1085,Humid
2025-08-13,Potato,Jaipur,152.67,1899,2647,2288,Cloudy
2025-03-14,Rice,Jaipur,386.14,2425,2776,2496,Rainy
2025-08-24,Wheat,Kanpur,56.45,1167,1393,1197,Sunny
2025-01-16,Rice,Jaipur,261.28,1016,1808,1140,Humid
2025-10-29,Maize,Jaipur,61.56,1964,2324,2179,Cloudy
2025-08-08,Potato,Indore,289.68,2272,2909,2787,Cloudy
2025-10-02,Rice,Lucknow,108.6,1517,2198,1849,Cloudy
2025-01-06,Wheat,Lucknow,331.02,2119,2581,2482,Humid
2025-11-17,Wheat,Delhi,166.46,1399,2104,1740,Rainy
2025-07-23,Wheat,Kanpur,232.26,1801,2462,2353,Humid
2025-08-13,Mustard,Delhi,10.81,1553,2028,1650,Rainy
2025-11-29,Rice,Kanpur,130.76,2455,2731,2535,Rainy
2025-01-25,Onion,Kanpur,441.68,1584,2192,2081,Sunny
2025-08-06,Wheat,Jaipur,400.7,2284,2789,2725,Sunny
2025-09-25,Rice,Lucknow,411.01,894,1240,945,Rainy
2025-06-06,Onion,Jaipur,197.79,1089,1780,1464,Cloudy
2025-03-24,Maize,Indore,407.34,2497,2732,2699,Humid
2025-05-18,Mustard,Indore,317.35,2441,3204,3138,Sunny
2025-03-11,Potato,Delhi,184.81,2481,2740,2695,Sunny
2025-01-20,Rice,Bhopal,206.85,1715,2473,2224,Foggy
2025-11-05,Wheat,Jaipur,403.86,877,1116,1020,Sunny
2025-11-08,Onion,Lucknow,314.61,856,1543,1120,Humid
2025-06-23,Maize,Bhopal,331.4,2442,3156,3108,Foggy
2025-09-13,Maize,Bhopal,145.47,1483,1842,1796,Foggy
2025-10-08,Onion,Bhopal,116.9,2088,2296,2198,Sunny
2025-05-10,Rice,Kanpur,277.98,831,1596,869,Humid
2025-07-10,Rice,Indore,327.36,1978,2668,2120,Foggy
2025-01-08,Maize,Kanpur,396.69,2128,2818,2141,Foggy
2025-05-14,Onion,Delhi,275.64,1621,2322,2151,Cloudy
2025-12-21,Mustard,Jaipur,292.2,1847,2633,2276,Cloudy
2025-04-14,Mustard,Jaipur,422.97,2465,2607,2508,Foggy
2025-10-12,Potato,Kanpur,335.69,2213,2380,2347,Cloudy
2025-03-26,Rice,Delhi,249.87,1352,1790,1457,Foggy
2025-07-09,Potato,Jaipur,47.4,1077,1405,1292,Sunny
2025-12-12,Onion,Jaipur,364.02,1053,1348,1255,Foggy
2025-07-24,Maize,Kanpur,321.03,1533,2179,1682,Humid
2025-02-19,Maize,Lucknow,401.66,1911,2144,2021,Rainy
2025-01-08,Wheat,Kanpur,108.59,1667,1996,1671,Foggy
2025-05-25,Onion,Indore,345.96,1509,2120,1769,Rainy
2025-03-10,Wheat,Kanpur,219.8,2040,2159,2135,Rainy
2025-07-19,Maize,Kanpur,106.64,1331,1452,1336,Rainy
2025-03-27,Onion,Indore,99.78,1113,1614,1306,Sunny
2025-10-05,Mustard,Delhi,431.45,1617,2348,2148,Sunny
2025-12-24,Rice,Bhopal,318.43,1600,2152,1816,Foggy
2025-03-01,Onion,Indore,377.35,926,1528,1125,Rainy
2025-10-24,Mustard,Bhopal,81.45,1455,1964,1798,Foggy
2025-12-25,Mustard,Jaipur,191.13,1834,2388,2346,Foggy
2025-02-14,Onion,Kanpur,93.63,1790,1924,1923,Rainy
2025-03-21,Potato,Kanpur,17.47,1769,1934,1828,Sunny
2025-06-14,Potato,Kanpur,48.32,1943,2340,2206,Humid
2025-12-25,Potato,Lucknow,276.62,1833,2614,2327,Foggy
2025-06-13,Onion,Jaipur,368.22,2101,2817,2670,Cloudy
2025-11-08,Rice,Jaipur,194.65,1059,1433,1088,Humid
2025-05-13,Rice,Bhopal,110.7,1066,1840,1151,Foggy
2025-06-10,Potato,Delhi,100.97,2195,2309,2266,Sunny
2025-06-15,Rice,Bhopal,129.42,2060,2417,2141,Rainy
2025-01-20,Mustard,Lucknow,425.24,1598,2297,1761,Cloudy
2025-05-26,Maize,Lucknow,247.45,1516,1650,1571,Sunny
2025-06-11,Maize,Jaipur,401.38,1459,2212,2128,Rainy
2025-08-28,Rice,Indore,170.97,2396,2702,2696,Sunny
2025-01-13,Maize,Kanpur,436.83,2237,2836,2693,Rainy
2025-05-08,Onion,Lucknow,46.16,1507,2122,2053,Foggy
2025-11-07,Mustard,Kanpur,123.24,1119,1327,1266,Rainy
2025-08-26,Potato,Kanpur,109.07,1607,2121,2080,Humid
2025-01-28,Maize,Bhopal,32.51,2219,2743,2324,Sunny
2025-08-04,Potato,Bhopal,109.96,985,1241,1074,Cloudy
2025-08-01,Wheat,Indore,65.96,1608,1957,1940,Humid
2025-05-23,Rice,Jaipur,260.89,1126,1496,1310,Humid
2025-07-04,Rice,Bhopal,195.42,1355,1568,1387,Cloudy
2025-12-07,Onion,Kanpur,403.04,2022,2714,2615,Cloudy
2025-08-17,Rice,Delhi,263.49,2127,2747,2246,Sunny
2025-09-26,Wheat,Lucknow,110.88,2069,2719,2447,Sunny
2025-01-17,Maize,Bhopal,365.27,879,1404,999,Foggy
2025-01-31,Onion,Lucknow,105.78,2446,3059,2934,Cloudy
2025-08-01,Rice,Indore,216.2,858,1020,888,Rainy
2025-10-05,Onion,Bhopal,397.71,1684,2434,2067,Sunny
2025-11-16,Potato,Indore,226.8,1012,1426,1040,Foggy
2025-02-23,Wheat,Indore,417.97,2347,3086,2847,Sunny
2025-12-19,Mustard,Delhi,365.42,1572,1837,1790,Humid
2025-09-27,Maize,Jaipur,84.93,1380,1901,1512,Cloudy
2025-01-14,Onion,Delhi,198.04,954,1596,1240,Rainy
2025-01-01,Wheat,Kanpur,389.75,2480,2691,2608,Foggy
2025-02-03,Wheat,Lucknow,143.16,2362,2653,2580,Rainy
2025-05-03,Maize,Jaipur,145.84,1950,2109,1975,Foggy
2025-07-31,Maize,Bhopal,455.36,2477,2641,2571,Rainy
2025-07-08,Wheat,Delhi,453.29,2033,2398,2214,Foggy
2025-05-08,Maize,Delhi,355.88,2084,2668,2490,Rainy
2025-08-14,Maize,Lucknow,35.35,2128,2545,2427,Humid
2025-04-25,Rice,Lucknow,230.06,1788,2068,2009,Rainy
2025-01-26,Rice,Delhi,102.99,1776,2393,1915,Sunny
2025-12-05,Wheat,Indore,481.54,2259,2969,2408,Humid
2025-12-16,Mustard,Indore,380.22,1272,1435,1319,Humid
2025-01-12,Potato,Lucknow,321.67,1716,2064,1736,Humid
2025-11-13,Potato,Indore,286.52,2275,2872,2298,Sunny
2025-03-31,Mustard,Lucknow,79.57,1004,1306,1105,Cloudy
2025-04-07,Mustard,Kanpur,220.63,1216,1901,1510,Foggy
2025-05-11,Wheat,Kanpur,321.9,1266,1700,1527,Rainy
2025-08-15,Rice,Bhopal,298.67,1572,2212,1627,Cloudy
2025-04-10,Onion,Bhopal,261.77,802,1287,1056,Foggy
2025-05-29,Mustard,Lucknow,413.21,2046,2270,2159,Humid
2025-05-24,Mustard,Bhopal,302.93,1571,2309,1726,Humid
2025-08-29,Rice,Lucknow,227.06,2179,2369,2352,Rainy
2025-06-27,Wheat,Kanpur,451.52,1177,1844,1365,Sunny
2025-07-04,Onion,Jaipur,192.07,1676,1966,1831,Sunny
2025-04-29,Rice,Indore,119.45,1663,1782,1726,Foggy
2025-09-22,Maize,Kanpur,252.16,1059,1704,1457,Sunny
2025-06-10,Rice,Bhopal,187.03,2340,2496,2431,Sunny
2025-04-05,Mustard,Lucknow,253.41,1455,1623,1554,Rainy
2025-03-06,Maize,Jaipur,241.11,1008,1270,1071,Foggy
2025-11-11,Maize,Kanpur,336.71,2078,2220,2127,Cloudy
2025-02-02,Rice,Bhopal,59.8,940,1250,1189,Cloudy
2025-10-12,Onion,Kanpur,28.19,2364,2555,2400,Foggy
2025-06-04,Onion,Bhopal,112.85,2263,2461,2303,Sunny
2025-07-28,Mustard,Bhopal,266.73,2004,2375,2076,Rainy
2025-12-03,Potato,Delhi,195.97,1382,1915,1575,Cloudy
2025-08-07,Onion,Bhopal,442.74,1479,1997,1787,Foggy
2025-03-13,Maize,Kanpur,267.34,1727,2318,2014,Humid
2025-12-14,Mustard,Kanpur,109.87,949,1693,1621,Humid
2025-08-08,Maize,Jaipur,235.73,2358,2978,2883,Humid
2025-11-04,Rice,Lucknow,375.42,1995,2178,2005,Humid
2025-03-10,Wheat,Kanpur,204.8,2184,2859,2318,Foggy
2025-07-07,Maize,Bhopal,173.49,2327,2769,2520,Sunny
2025-07-24,Wheat,Kanpur,308.02,1131,1781,1546,Cloudy
2025-03-17,Mustard,Bhopal,321.23,1598,2230,1624,Rainy
2025-03-02,Potato,Kanpur,172.79,1078,1537,1121,Humid
2025-10-17,Maize,Lucknow,248.97,1788,2400,2167,Sunny
2025-03-31,Potato,Bhopal,461.96,2194,2418,2221,Humid
2025-12-04,Rice,Kanpur,121.93,1880,2073,1894,Foggy
2025-12-26,Maize,Indore,173.54,1243,1855,1368,Foggy
2025-08-09,Potato,Delhi,362.25,2265,2654,2306,Cloudy
2025-08-26,Mustard,Jaipur,195.65,1796,2303,1911,Rainy
2025-02-01,Onion,Indore,489.6,1334,1512,1373,Humid
2025-11-24,Onion,Delhi,177.61,1592,1981,1859,Sunny
2025-07-10,Mustard,Lucknow,200.62,2471,2574,2506,Foggy
2025-01-04,Mustard,Bhopal,438.27,1130,1911,1837,Humid
2025-04-25,Onion,Delhi,286.56,1074,1512,1354,Rainy
2025-10-31,Potato,Kanpur,345.72,901,1085,1041,Foggy
2025-04-22,Mustard,Jaipur,38.76,2420,2764,2492,Cloudy
2025-03-25,Wheat,Bhopal,171.25,2424,3087,2710,Foggy
2025-09-28,Wheat,Bhopal,367.88,2262,2756,2551,Sunny
2025-01-22,Maize,Jaipur,28.76,1203,1421,1217,Foggy
2025-11-11,Maize,Lucknow,323.43,1943,2592,2352,Sunny
2025-07-21,Mustard,Kanpur,106.0,939,1599,1463,Humid
2025-04-22,Potato,Lucknow,378.16,1338,1746,1426,Foggy
2025-07-06,Onion,Lucknow,274.52,2075,2435,2195,Rainy
2025-04-04,Potato,Delhi,241.56,1826,2203,1883,Humid
2025-02-10,Potato,Lucknow,169.85,2160,2396,2295,Foggy
2025-01-02,Potato,Indore,415.16,912,1609,1280,Rainy
2025-02-22,Rice,Jaipur,122.76,1297,1671,1634,Rainy
2025-07-15,Potato,Indore,50.23,1890,2340,2102,Cloudy
2025-01-12,Rice,Bhopal,149.72,2158,2805,2480,Foggy
2025-09-04,Potato,Kanpur,338.53,2121,2535,2147,Humid
2025-06-02,Wheat,Delhi,149.77,2378,3088,2945,Foggy
2025-02-27,Onion,Lucknow,126.47,2294,2860,2379,Humid
2025-07-15,Onion,Delhi,373.22,2213,2351,2311,Sunny
2025-08-07,Rice,Indore,181.24,1119,1302,1253,Foggy
2025-09-11,Rice,Jaipur,489.72,1155,1420,1159,Humid
2025-09-18,Potato,Indore,74.62,1517,2017,1871,Sunny
2025-06-01,Mustard,Indore,440.14,1382,1635,1515,Humid
2025-01-12,Mustard,Kanpur,252.88,1842,2183,1953,Sunny
2025-02-05,Rice,Lucknow,431.15,1067,1328,1308,Rainy
2025-11-24,Onion,Lucknow,402.27,2064,2640,2348,Sunny
2025-03-01,Rice,Kanpur,384.9,2456,3218,2601,Sunny
2025-07-19,Mustard,Jaipur,132.71,2153,2845,2529,Sunny
2025-05-12,Onion,Delhi,493.9,1725,2061,1767,Humid
2025-09-30,Maize,Delhi,400.69,2090,2212,2125,Cloudy
2025-07-26,Potato,Jaipur,333.69,1387,1566,1389,Sunny
2025-08-24,Onion,Lucknow,115.66,1706,2209,2172,Rainy
2025-07-31,Maize,Kanpur,237.29,1940,2340,1991,Sunny
2025-08-31,Onion,Delhi,451.38,1382,1510,1439,Cloudy
2025-12-24,Wheat,Bhopal,481.11,2102,2655,2182,Sunny
2025-04-29,Mustard,Kanpur,354.79,1340,1902,1412,Humid
2025-12-06,Onion,Bhopal,276.63,1177,1887,1316,Humid
2025-05-06,Maize,Indore,360.91,2386,2849,2803,Cloudy
2025-07-23,Potato,Lucknow,263.85,1607,2088,2083,Foggy
2025-08-22,Mustard,Indore,51.07,2377,3152,2940,Rainy
2025-04-06,Maize,Lucknow,462.27,2166,2416,2400,Foggy
2025-06-03,Onion,Kanpur,131.75,1819,1960,1822,Cloudy
2025-09-21,Wheat,Kanpur,80.51,2103,2398,2397,Cloudy
2025-11-25,Maize,Jaipur,183.57,1963,2732,2562,Foggy
2025-08-23,Onion,Lucknow,58.2,2120,2314,2290,Rainy
2025-08-03,Maize,Lucknow,308.6,940,1695,1205,Sunny
